Country,Continent,Rank,Title,Artists,Album,Explicit,Duration
Bolivia,South America,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,0,5:01
Bolivia,South America,49,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Bolivia,South America,50,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
Brazil,South America,1,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),0,3:57
Brazil,South America,2,Saudade Sua,Gusttavo Lima,Saudade Sua,0,3:30
Brazil,South America,3,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Brazil,South America,4,Liberdade Provisória - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:07
Brazil,South America,5,BRABA,Luísa Sonza,BRABA,0,2:09
Brazil,South America,6,Tudo no Sigilo,"Vytinho NG, MC Bianca",Tudo no Sigilo,1,2:36
Brazil,South America,7,água com açúcar - ao vivo,Luan Santana,VIVA (Ao Vivo),0,4:09
Brazil,South America,8,Ranking,Jorge & Mateus,"T. E. P., EP 1",0,2:46
Brazil,South America,9,Graveto - Ao Vivo,Marília Mendonça,Graveto (Ao Vivo),0,2:50
Brazil,South America,10,Litrão - Ao Vivo,Matheus & Kauan,10 Anos Na Praia (Ao Vivo / Vol. 1),0,2:50
Brazil,South America,11,Volta por Baixo - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:12
Brazil,South America,12,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,0,2:54
Brazil,South America,13,Na Raba Toma Tapão,Niack,Na Raba Toma Tapão,0,2:45
Brazil,South America,14,Te Prometo,"Dennis DJ, Mc Don Juan",Te Prometo,0,2:41
Brazil,South America,15,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Brazil,South America,16,Tudo Aconteceu,"MC Du Black, Delacruz",Tudo Aconteceu,1,2:35
Brazil,South America,17,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,2:38
Brazil,South America,18,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix],0,3:01
Brazil,South America,19,Mentira - Ao Vivo,Felipe Araújo,Felipe Araújo In Brasília (Ao Vivo / Vol.1),0,3:13
Brazil,South America,20,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Brazil,South America,21,Despedida - Ao Vivo,"Wesley Safadão, Zé Neto & Cristiano",Garota Vip Rio de Janeiro (Deluxe) (ao Vivo),0,3:22
Brazil,South America,22,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,"Ao Vivo em Fortaleza, Pt. 1",0,3:21
Brazil,South America,23,Cheirosa - Ao Vivo,Jorge & Mateus,Cheirosa (Ao Vivo),0,3:01
Brazil,South America,24,Supera - Ao Vivo,Marília Mendonça,"Todos Os Cantos, Vol. 3 (ao Vivo)",0,2:27
Brazil,South America,25,SENTADÃO,"Pedro Sampaio, Felipe Original, JS o Mão de Ouro",SENTADÃO,0,2:23
Brazil,South America,26,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,Aqui Em Casa (ao Vivo),0,2:53
Brazil,South America,27,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,3:01
Brazil,South America,28,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Brazil,South America,29,3 Batidas - Ao Vivo,Guilherme & Benuto,3 Batidas (Ao Vivo),0,2:37
Brazil,South America,30,Briga Feia - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:14
Brazil,South America,31,Vira Homem,Marília Mendonça,Vira Homem,0,3:16
Brazil,South America,32,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo em Brasília - EP1,0,3:10
Brazil,South America,33,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Brazil,South America,34,Blinding Lights,The Weeknd,After Hours,0,3:20
Brazil,South America,35,Balança (feat. Pedro Sampaio e FP do Trem Bala),"WC no Beat, Pedro Sampaio, FP do Trem Bala",Balança (feat. Pedro Sampaio e FP do Trem Bala),0,2:06
Brazil,South America,36,menina solta,Giulia Be,menina solta,0,2:30
Brazil,South America,37,Relógio Parado (Ao Vivo),Diego & Arnaldo,Relógio Parado (Ao Vivo),0,3:00
Brazil,South America,38,Vem Me Satisfazer,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,0,3:08
Brazil,South America,39,Segunda Taça,"João Bosco & Vinicius, Matheus",Segunda Taça,0,3:00
Brazil,South America,40,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),0,2:34
Brazil,South America,41,boa memória - ao vivo,Luan Santana,VIVA (Ao Vivo),0,3:34
Brazil,South America,42,Amor de Fim de Noite,"Orochi, Papatinho",Celebridade,1,3:41
Brazil,South America,43,Viva Voz - Ao Vivo,Lauana Prado,Livre (Ao Vivo / Vol.1),0,2:44
Brazil,South America,44,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Brazil,South America,45,Tijolão - Ao Vivo,Jorge & Mateus,Tijolão (ao Vivo),0,2:55
Brazil,South America,46,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Brazil,South America,47,Não Vai Embora,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,0,3:25
Brazil,South America,48,Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,0,2:58
Brazil,South America,49,Pipa Voada (feat. Emicida),"Rashid, Lukinhas, Emicida",Tão Real,0,3:05
Brazil,South America,50,Então Toma - Ao Vivo,Matheus & Kauan,Então Toma (Ao Vivo),0,2:41
Bulgaria,Europe,1,GOOBA,6ix9ine,GOOBA,1,2:12
Bulgaria,Europe,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Bulgaria,Europe,3,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Bulgaria,Europe,4,100 zhivota,Galena,100 zhivota,0,4:13
Bulgaria,Europe,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Bulgaria,Europe,6,Blinding Lights,The Weeknd,After Hours,0,3:20
Bulgaria,Europe,7,Вивалди,"Boro Purvi, Tita",Вивалди,1,2:26
Bulgaria,Europe,8,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Bulgaria,Europe,9,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Bulgaria,Europe,10,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Bulgaria,Europe,11,Daechwita,Agust D,D-2,1,3:45
Bulgaria,Europe,12,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Bulgaria,Europe,13,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Bulgaria,Europe,14,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Bulgaria,Europe,15,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Bulgaria,Europe,16,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Bulgaria,Europe,17,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Bulgaria,Europe,18,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Bulgaria,Europe,19,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Bulgaria,Europe,20,In Your Eyes,The Weeknd,After Hours,1,3:57
Bulgaria,Europe,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Bulgaria,Europe,22,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Bulgaria,Europe,23,Falling,Trevor Daniel,Nicotine,0,2:39
Bulgaria,Europe,24,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Bulgaria,Europe,25,After Party,Don Toliver,Heaven Or Hell,1,2:47
Bulgaria,Europe,26,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Bulgaria,Europe,27,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Bulgaria,Europe,28,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Bulgaria,Europe,29,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Bulgaria,Europe,30,Physical,Dua Lipa,Future Nostalgia,0,3:13
Bulgaria,Europe,31,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",JACKBOYS,1,2:37
Bulgaria,Europe,32,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Bulgaria,Europe,33,Savage,Megan Thee Stallion,Suga,1,2:35
Bulgaria,Europe,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Bulgaria,Europe,35,Say So,Doja Cat,Hot Pink,1,3:57
Bulgaria,Europe,36,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Bulgaria,Europe,37,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Bulgaria,Europe,38,Party Girl,StaySolidRocky,Party Girl,0,2:27
Bulgaria,Europe,39,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Bulgaria,Europe,40,What do you think?,Agust D,D-2,1,3:02
Bulgaria,Europe,41,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Bulgaria,Europe,42,Burn It,"Agust D, MAX",D-2,0,3:12
Bulgaria,Europe,43,KISLOROD,V:RGO,ENERGY EP,1,3:07
Bulgaria,Europe,44,Piyan,Preslava,Da gori v lyubov,0,3:47
Bulgaria,Europe,45,everything i wanted,Billie Eilish,everything i wanted,0,4:05
Bulgaria,Europe,46,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
Bulgaria,Europe,47,Adore You,Harry Styles,Fine Line,0,3:27
Bulgaria,Europe,48,Don Omar,EMIL TRF,Don Omar,0,2:57
Bulgaria,Europe,49,Strange,"Agust D, RM",D-2,0,3:16
Bulgaria,Europe,50,Lamborghini,"Galena, Fiki",Lamborghini,0,3:29
Canada,North America,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Canada,North America,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Canada,North America,3,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Canada,North America,4,Blinding Lights,The Weeknd,After Hours,0,3:20
Canada,North America,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Canada,North America,6,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Canada,North America,7,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Canada,North America,8,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Canada,North America,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Canada,North America,10,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Canada,North America,11,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Canada,North America,12,GOOBA,6ix9ine,GOOBA,1,2:12
Canada,North America,13,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Canada,North America,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Canada,North America,15,Party Girl,StaySolidRocky,Party Girl,0,2:27
Canada,North America,16,Sunday Best,Surfaces,Where the Light Is,0,2:38
Canada,North America,17,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Canada,North America,18,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Canada,North America,19,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Canada,North America,20,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Canada,North America,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Canada,North America,22,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Canada,North America,23,After Party,Don Toliver,Heaven Or Hell,1,2:47
Canada,North America,24,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Canada,North America,25,In Your Eyes,The Weeknd,After Hours,1,3:57
Canada,North America,26,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Canada,North America,27,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Canada,North America,28,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Canada,North America,29,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Canada,North America,30,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Canada,North America,31,Righteous,Juice WRLD,Righteous,1,4:03
Canada,North America,32,Falling,Trevor Daniel,Nicotine,0,2:39
Canada,North America,33,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",Walk Em Down (feat. Roddy Ricch),1,2:53
Canada,North America,34,COOLER THAN A BITCH (feat. Roddy Ricch),"Gunna, Roddy Ricch",WUNNA,1,3:17
Canada,North America,35,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Dark Lane Demo Tapes,1,3:40
Canada,North America,36,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0,3:28
Canada,North America,37,DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",WUNNA,1,3:17
Canada,North America,38,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Canada,North America,39,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Canada,North America,40,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
Canada,North America,41,Say So,Doja Cat,Hot Pink,1,3:57
Canada,North America,42,Adore You,Harry Styles,Fine Line,0,3:27
Canada,North America,43,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,0,2:37
Canada,North America,44,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Canada,North America,45,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Canada,North America,46,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Canada,North America,47,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Canada,North America,48,Memories,Maroon 5,Memories,0,3:09
Canada,North America,49,WUNNA,Gunna,WUNNA,1,2:38
Canada,North America,50,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Chile,South America,1,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
Chile,South America,2,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
Chile,South America,3,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
Chile,South America,4,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
Chile,South America,5,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
Chile,South America,6,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta (Remix),1,5:45
Chile,South America,7,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
Chile,South America,8,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
Chile,South America,9,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
Chile,South America,10,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
Chile,South America,11,Rojo,J Balvin,Colores,0,2:30
Chile,South America,12,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
Chile,South America,13,Favorito,Camilo,Por Primera Vez,0,3:29
Chile,South America,14,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
Chile,South America,15,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
Chile,South America,16,Diosa,Myke Towers,Easy Money Baby,1,3:34
Chile,South America,17,Relación,Sech,1 of 1,0,3:04
Chile,South America,18,Tattoo,Rauw Alejandro,Tattoo,0,3:22
Chile,South America,19,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
Chile,South America,20,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
Chile,South America,21,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
Chile,South America,22,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
Chile,South America,23,Blinding Lights,The Weeknd,After Hours,0,3:20
Chile,South America,24,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
Chile,South America,25,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Chile,South America,26,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
Chile,South America,27,Tak Tiki Tak,Harry Nach,Tak Tiki Tak,1,3:32
Chile,South America,28,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",La Cama (Remix),0,5:30
Chile,South America,29,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
Chile,South America,30,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
Chile,South America,31,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Chile,South America,32,Vete,Bad Bunny,YHLQMDLG,1,3:12
Chile,South America,33,Locura,"Cali Y El Dandee, Sebastian Yatra",Colegio,0,3:29
Chile,South America,34,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Chile,South America,35,Morado,J Balvin,Colores,0,3:20
Chile,South America,36,Keii,Anuel AA,Keii,0,3:30
Chile,South America,37,Girl,Myke Towers,Easy Money Baby,1,3:06
Chile,South America,38,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
Chile,South America,39,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
Chile,South America,40,BENDICIONES,Bad Bunny,LAS QUE NO IBAN A SALIR,0,2:35
Chile,South America,41,Goteo,Paloma Mami,Goteo,0,2:39
Chile,South America,42,Sola & Vacía,"Casper Magico, Anuel AA",Sola & Vacía,1,3:02
Chile,South America,43,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
Chile,South America,44,Amarillo,J Balvin,Colores,0,2:37
Chile,South America,45,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Chile,South America,46,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Fantasias (Remix) [feat. Farruko & Lunay],0,4:27
Chile,South America,47,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
Chile,South America,48,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
Chile,South America,49,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Chile,South America,50,Definitivamente,"Daddy Yankee, Sech",Definitivamente,0,3:37
Colombia,South America,1,Rojo,J Balvin,Colores,0,2:30
Colombia,South America,2,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
Colombia,South America,3,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
Colombia,South America,4,Amarillo,J Balvin,Colores,0,2:37
Colombia,South America,5,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
Colombia,South America,6,Favorito,Camilo,Por Primera Vez,0,3:29
Colombia,South America,7,Tattoo,Rauw Alejandro,Tattoo,0,3:22
Colombia,South America,8,Morado,J Balvin,Colores,0,3:20
Colombia,South America,9,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
Colombia,South America,10,Azul,J Balvin,Colores,0,3:25
Colombia,South America,11,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
Colombia,South America,12,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Colombia,South America,13,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
Colombia,South America,14,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
Colombia,South America,15,Relación,Sech,1 of 1,0,3:04
Colombia,South America,16,Blinding Lights,The Weeknd,After Hours,0,3:20
Colombia,South America,17,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
Colombia,South America,18,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Colombia,South America,19,Los Besos,Greeicy,Los Besos,0,3:22
Colombia,South America,20,Diosa,Myke Towers,Easy Money Baby,1,3:34
Colombia,South America,21,Blanco,J Balvin,Colores,0,2:25
Colombia,South America,22,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
Colombia,South America,23,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
Colombia,South America,24,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Colombia,South America,25,Negro,J Balvin,Colores,0,3:02
Colombia,South America,26,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
Colombia,South America,27,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
Colombia,South America,28,Locura,"Cali Y El Dandee, Sebastian Yatra",Colegio,0,3:29
Colombia,South America,29,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
Colombia,South America,30,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11
Colombia,South America,31,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
Colombia,South America,32,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
Colombia,South America,33,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Colombia,South America,34,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
Colombia,South America,35,BORRAXXA,"Feid, Manuel Turizo",FERXXO (VOL 1: M.O.R),0,3:43
Colombia,South America,36,ADMV,Maluma,ADMV,0,3:13
Colombia,South America,37,Gris,J Balvin,Colores,0,2:56
Colombia,South America,38,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
Colombia,South America,39,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02
Colombia,South America,40,Vete,Bad Bunny,YHLQMDLG,1,3:12
Colombia,South America,41,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
Colombia,South America,42,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",Loco (Remix),0,4:08
Colombia,South America,43,Tutu,"Camilo, Pedro Capó",Por Primera Vez,0,2:59
Colombia,South America,44,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",The Academy,1,3:36
Colombia,South America,45,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),1,3:41
Colombia,South America,46,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
